AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2006,990117,"Counted","Manual count","West Midlands","Shropshire",B4368,BR,353340,288630,52.493573895,-2.688671374,1,22,2028,27,467,74,11,11,5,12,8,121,2665
2006,990118,"Counted","Manual count","West Midlands","Shropshire",B4385,BR,332650,286150,52.469115735,-2.992864378,13,12,1205,12,300,59,7,8,8,21,18,121,1650
2006,990119,"Counted","Manual count","West Midlands","Shropshire",B4386,BR,342650,310500,52.689137612,-2.849900764,6,9,2826,12,479,57,13,8,8,35,36,157,3483
2006,990120,"Counted","Manual count","West Midlands","Warwickshire",B4116,BR,426520,293700,52.540518042,-1.610410337,12,67,3459,20,422,59,5,49,16,34,21,184,4152
2006,990121,"Counted","Manual count","West Midlands","Warwickshire",B4453,BU,432660,267320,52.303036557,-1.522450809,76,59,9678,31,1039,97,12,2,1,4,0,116,10923
2006,990122,"Counted","Manual count","West Midlands","Warwickshire",B439,BU,418960,254290,52.186535038,-1.724089799,116,171,11966,78,1489,181,27,6,7,19,23,263,13967
2006,990126,"Counted","Manual count","West Midlands","Staffordshire",B5066,BU,392719,324833,52.820982268,-2.109485208,46,55,6614,85,990,88,14,11,3,8,2,126,7870
2006,990127,"Counted","Manual count","East of England","Essex",B1008,BU,570430,208430,51.748644234,0.467473827,151,122,12846,357,1370,281,33,7,13,2,2,338,15033
2006,990128,"Counted","Manual count","East of England","Essex",B1002,BR,564700,199300,51.668338505,0.380236475,92,91,8247,33,761,155,10,1,8,0,0,174,9306
2006,990130,"Counted","Manual count","East of England","Central Bedfordshire",B579,BR,502500,227080,51.932804096,-0.510573955,19,93,6915,70,1227,321,33,24,22,92,51,543,8848
2006,990131,"Counted","Manual count","North West","Halton",B5155,BU,352510,381920,53.332049556,-2.714569723,15,44,8560,23,561,47,1,1,3,4,0,56,9244
2006,990132,"Counted","Manual count","South East","Surrey",B380,BU,500000,156080,51.295079515,-0.567159322,63,106,7296,35,1158,100,17,21,6,5,5,154,8749
2006,990134,"Counted","Manual count","South East","Surrey",B2033,BU,517190,156150,51.292433834,-0.320698309,24,7,1071,16,71,8,2,1,0,1,0,12,1177
2006,990135,"Counted","Manual count","South East","Surrey",B2038,BU,517620,150170,51.238597404,-0.316499305,61,62,4199,28,501,34,1,3,0,0,0,38,4828
2006,990136,"Counted","Manual count","South East","Surrey",B2034,BU,526700,150060,51.235666578,-0.186536325,58,28,5488,74,439,38,4,2,5,2,1,52,6081
2006,990137,"Counted","Manual count","London","Hillingdon",B465,BU,508060,181570,51.522720421,-0.443846316,93,111,14075,120,1713,285,46,18,3,9,1,362,16381
2006,990138,"Counted","Manual count","London","Barnet",B552,BU,523990,190330,51.598177526,-0.211261795,36,146,14901,171,1614,167,37,10,10,11,4,239,17071
2006,990139,"Counted","Manual count","London","Camden",B511,BU,526610,184830,51.548167966,-0.175435675,179,465,15961,210,2532,274,17,18,0,0,5,314,19482
2006,990140,"Counted","Manual count","London","Westminster",B507,BU,527250,182230,51.524658458,-0.167149596,531,788,13598,665,2701,319,37,49,0,6,2,413,18165
2006,990141,"Counted","Manual count","London","Kensington and Chelsea",B304,BU,527030,178640,51.492445091,-0.171611093,448,418,4694,1010,702,92,8,2,1,0,0,103,6927
2006,990142,"Counted","Manual count","London","Bromley",B258,BU,547480,167980,51.391701359,0.118318058,66,49,3716,117,584,50,9,9,0,0,3,71,4537
2006,990143,"Counted","Manual count","London","Bromley",B228,BU,539800,168150,51.395171463,0.008076366,81,112,14140,260,1485,214,63,22,15,9,5,328,16325
2006,990144,"Counted","Manual count","London","Havering",B175,BU,550680,190430,51.592575261,0.173851972,21,73,6685,62,883,167,13,36,0,2,1,219,7922
2006,990145,"Counted","Manual count","London","Greenwich",B210,BU,541590,177870,51.482070721,0.037671989,126,225,14326,1290,2225,191,65,47,5,3,6,317,18383
2006,990146,"Counted","Manual count","London","Merton",B281,BU,523190,170110,51.416632903,-0.229862684,416,205,7035,222,1024,123,17,5,1,0,0,146,8632
2006,990147,"Counted","Manual count","London","Newham",B116,BU,540520,182730,51.526008543,0.024207579,153,74,8566,367,914,191,11,1,1,1,0,205,10126
2006,990148,"Counted","Manual count","London","Lewisham",B218,BU,536580,175520,51.462184010,-0.035338973,357,459,14412,422,2236,348,25,9,2,2,2,388,17917
2006,990149,"Counted","Manual count","London","Lambeth",B221,BU,530100,174770,51.456969148,-0.128838622,872,627,12537,914,2462,309,49,13,3,5,5,384,16924
2006,990150,"Counted","Manual count","London","Southwark",B214,BU,532590,177720,51.482902229,-0.091915025,170,330,8483,335,1911,503,27,44,14,8,8,604,11663
2006,990151,"Counted","Manual count","London","Islington",B515,BU,531440,184050,51.540055176,-0.106109107,1353,741,7820,95,1812,352,20,9,2,0,1,384,10852
2006,990152,"Counted","Manual count","London","Hackney",B108,BU,533970,183750,51.536765021,-0.069764184,794,491,8230,274,1711,325,20,8,6,0,1,360,11066
2006,990153,"Counted","Manual count","London","Tower Hamlets",B126,BU,534860,180930,51.511212059,-0.058018220,937,166,5061,240,1035,180,16,35,1,1,0,233,6735
2006,990154,"Counted","Manual count","London","Tower Hamlets",B135,BU,534240,182360,51.524209994,-0.066402951,392,206,3228,37,741,60,4,0,0,0,0,64,4276
2006,990155,"Counted","Manual count","Wales","Cardiff",B4487,BU,321030,178658,51.501321451,-3.139095834,151,169,26284,390,2531,222,162,23,12,13,5,437,29811
2006,990156,"Estimated","Estimated using previous year's AADF on this link","Wales","Cardiff",B4267,BU,316510,176890,51.484777522,-3.203780623,103,60,9549,113,1159,64,10,2,5,0,0,81,10962
2006,990157,"Counted","Manual count","Yorkshire and The Humber","York",U,UU,461712,452724,53.966920909,-1.060793042,395,132,12607,125,1347,159,19,42,12,0,1,233,14444
2006,990158,"Counted","Manual count","Wales","Blaenau Gwent",B4478,BU,316700,209390,51.776956874,-3.208787901,5,18,2084,8,225,4,2,0,1,0,0,7,2342
2006,990159,"Counted","Manual count","South East","Hampshire",U,UU,457900,103900,50.831748422,-1.179212950,115,85,3727,11,458,45,2,13,6,1,0,67,4348
2006,990160,"Estimated","Estimated using previous year's AADF on this link","Wales","Wrexham",B5425,BR,333100,355580,53.093218045,-3.000455480,25,22,5089,145,759,127,48,62,7,26,10,280,6295
2006,990161,"Estimated","Estimated using previous year's AADF on this link","Wales","Flintshire",B5126,BR,326380,368590,53.209256554,-3.103779746,8,40,4818,74,511,54,18,16,3,0,1,92,5535
2006,990162,"Counted","Manual count","Wales","Carmarthenshire",B4304,BU,250710,199580,51.675095581,-4.160494176,63,27,4316,67,737,49,6,1,19,5,10,90,5237
2006,990163,"Estimated","Estimated using previous year's AADF on this link","Wales","Gwynedd",B4366,BR,248560,363120,53.143642348,-4.265655433,26,7,4529,51,492,53,5,16,2,13,10,99,5178
2006,990164,"Counted","Manual count","London","Tower Hamlets",U,UU,538230,179692,51.499273708,-0.009971373,36,46,2475,25,317,39,6,3,2,0,0,50,2913
2006,990165,"Counted","Manual count","Yorkshire and The Humber","Barnsley",U,UU,432801,406999,53.558595187,-1.506307647,1,0,292,0,34,2,0,0,0,0,0,2,328
2006,990166,"Counted","Manual count","Wales","Powys",B4569,BR,301753,292101,52.517906150,-3.449313205,3,8,1060,9,131,18,7,0,1,0,3,29,1237
2006,990167,"Counted","Manual count","Wales","Powys",B4358,BR,295279,253301,52.168006796,-3.532576675,0,7,897,3,171,25,30,12,1,3,16,87,1165
2006,990168,"Counted","Manual count","Scotland","Glasgow City",B808,BU,259070,668235,55.886572969,-4.254787063,58,28,10891,691,1660,324,22,24,25,12,5,412,13682
2006,990169,"Counted","Manual count","Scotland","North Lanarkshire",B803,BU,273030,665230,55.863474686,-4.030349295,13,6,8894,163,1069,263,52,53,32,72,39,511,10643
2006,990170,"Counted","Manual count","Scotland","East Renfrewshire",B771,BU,249770,659450,55.804898244,-4.398470769,21,53,11671,491,1205,260,31,39,7,8,7,352,13772
2006,990171,"Counted","Manual count","Scotland","Renfrewshire",B789,BU,243010,663160,55.836050619,-4.508355287,20,24,9051,672,1012,216,17,7,6,27,7,280,11039
2006,990172,"Counted","Manual count","Scotland","Fife",B916,BU,311500,686200,56.060431146,-3.422814211,21,25,7670,32,556,79,10,3,6,0,0,98,8381
2006,990173,"Counted","Manual count","Scotland","Stirling",B8051,BU,279400,692200,56.107290264,-3.940731635,47,33,8691,497,741,118,17,11,21,3,3,173,10135
2006,990174,"Counted","Manual count","Yorkshire and The Humber","Leeds",U,UR,434100,439900,53.854217986,-1.483089154,67,10,3882,98,399,25,3,1,2,0,0,31,4420
2006,990175,"Counted","Manual count","Scotland","South Lanarkshire",B7017,BR,288480,643670,55.673675374,-3.774804034,2,8,10118,424,1121,286,37,20,53,33,16,445,12116
2006,990176,"Counted","Manual count","Scotland","Highland",B871,BR,271400,947500,58.396935471,-4.201913609,12,0,96,0,23,3,0,1,0,0,0,4,123
2006,990179,"Counted","Manual count","Scotland","Argyll & Bute",B842,BR,179000,632700,55.537820525,-5.504057906,11,1,327,11,57,18,1,0,8,0,0,27,423
2006,990180,"Counted","Manual count","Scotland","West Lothian",B792,BR,297170,670900,55.920155395,-3.646987023,4,16,2453,33,328,69,8,3,23,5,3,111,2941
2006,990181,"Counted","Manual count","Scotland","Dumfries & Galloway",B794,BR,281930,564300,54.959308864,-3.845470617,1,4,718,35,170,38,37,6,4,6,25,116,1043
2006,990182,"Counted","Manual count","Scotland","Dumfries & Galloway",B729,BR,272700,591500,55.201308124,-4.001691463,7,7,197,0,43,10,1,2,1,2,0,16,263
2006,990183,"Counted","Manual count","Scotland","Orkney Islands",B9057,BR,331500,1022100,59.080300136,-3.196823541,1,1,142,1,35,14,1,0,6,0,0,21,200
2006,990184,"Counted","Manual count","Scotland","Shetland Islands",B9071,BR,433600,1153900,60.267934028,-1.394516088,5,5,432,17,77,10,2,0,0,0,2,14,545
2006,990185,"Counted","Manual count","Scotland","Shetland Islands",B9081,BR,446620,1179870,60.499799026,-1.153185312,0,1,101,2,43,18,0,0,0,0,0,18,165
2006,990186,"Estimated","Estimated using previous year's AADF on this link","Scotland","Comhairle nan Eilean Siar",B8027,BR,142660,933210,58.212277958,-6.383050827,29,10,6965,25,1448,159,56,4,7,12,23,261,8709
2006,990187,"Counted","Manual count","Scotland","Comhairle nan Eilean Siar",B893,BR,89000,877100,57.675879677,-7.219018287,3,2,274,4,72,13,3,0,0,0,0,16,368
2006,990188,"Counted","Manual count","West Midlands","Birmingham",C,CU,410680,293210,52.536650716,-1.843975054,9,7,2594,61,430,18,1,0,0,1,1,21,3113
2006,990189,"Counted","Manual count","West Midlands","Birmingham",U,UU,412380,294850,52.551358382,-1.818851408,16,2,2282,7,84,8,0,0,0,0,0,8,2383
2006,990190,"Counted","Manual count","West Midlands","Birmingham",C,CU,413940,293280,52.537207008,-1.795910100,23,68,10087,234,936,47,9,44,19,10,2,131,11456
2006,990191,"Counted","Manual count","West Midlands","Birmingham",U,UU,409350,286140,52.473116342,-1.863779477,19,28,8197,179,593,31,2,3,0,3,0,39,9036
2006,990192,"Counted","Manual count","West Midlands","Birmingham",C,CU,405010,279390,52.412489964,-1.927770975,29,49,7515,92,1355,181,113,25,6,30,21,376,9387
2006,990193,"Counted","Manual count","West Midlands","Birmingham",U,UU,411330,288900,52.497891410,-1.834537499,6,6,697,8,76,3,1,0,0,0,0,4,791
2006,990194,"Counted","Manual count","West Midlands","Birmingham",C,CU,405240,288610,52.495375561,-1.924248014,15,18,5173,70,845,91,39,34,3,10,14,191,6297
2006,990195,"Counted","Manual count","West Midlands","Birmingham",U,UU,409380,282860,52.443628748,-1.863428910,12,3,2268,14,149,3,0,1,0,0,0,4,2438
2006,990196,"Counted","Manual count","West Midlands","Solihull",C,CR,421410,278250,52.401848878,-1.686739560,24,6,858,4,91,0,0,0,0,0,0,0,959
2006,990197,"Counted","Manual count","West Midlands","Wolverhampton",C,CU,391220,299520,52.593406214,-2.131044107,65,90,13134,339,1263,123,40,14,11,12,20,220,15046
2006,990199,"Counted","Manual count","West Midlands","Coventry",C,CU,433030,281960,52.434625286,-1.515588077,45,155,13770,157,1989,155,35,19,15,28,6,258,16329
2006,990200,"Counted","Manual count","West Midlands","Coventry",C,CU,430830,279710,52.414526364,-1.548153510,39,35,4646,93,526,21,4,1,1,0,0,27,5327
2006,990201,"Estimated","Estimated using previous year's AADF on this link","East of England","Essex",C,CR,563600,230400,51.948039620,0.379013868,15,6,980,2,177,39,3,1,1,1,2,47,1212
2006,990202,"Counted","Manual count","East of England","Essex",C,CR,616250,228900,51.916618782,1.143049204,7,23,1098,17,132,38,4,2,0,0,0,44,1314
2006,990203,"Counted","Manual count","East of England","Essex",C,CR,550840,225390,51.906632139,0.191311718,24,15,1606,13,251,15,4,4,6,0,0,29,1914
2006,990204,"Counted","Manual count","East of England","Essex",C,CU,545460,209900,51.768886411,0.106655461,129,38,3243,87,421,47,9,1,3,0,0,60,3849
2006,990206,"Counted","Manual count","East of England","Essex",U,UU,571780,205900,51.725506241,0.485762516,143,52,2078,81,283,22,3,1,2,0,0,28,2522
2006,990208,"Counted","Manual count","East of England","Essex",C,CR,602040,212420,51.773974994,0.927105401,49,17,1112,1,134,19,0,0,0,0,0,19,1283
2006,990209,"Counted","Manual count","East Midlands","Nottingham",U,UU,455990,341878,52.971344468,-1.167719016,87,6,1350,0,132,0,0,0,0,0,0,0,1488
2006,990210,"Counted","Manual count","East Midlands","Nottingham",C,CU,454560,343300,52.984272936,-1.188771044,55,59,3641,63,657,44,7,5,3,2,0,61,4481
2006,990211,"Counted","Manual count","East Midlands","Nottingham",U,UU,452002,340770,52.961786077,-1.227274456,54,94,7498,103,1133,204,18,8,9,47,43,329,9157
2006,990212,"Counted","Manual count","East Midlands","Nottingham",U,UU,455560,338690,52.942734418,-1.174666887,12,32,4739,142,1296,13,17,13,113,473,70,699,6908
2006,990213,"Counted","Manual count","East Midlands","Nottingham",U,UU,455670,334840,52.908117929,-1.173689158,50,131,5952,190,895,74,6,0,11,2,0,93,7261
2006,990214,"Counted","Manual count","East of England","Norfolk",C72,CR,571204,322753,52.775220787,0.536626681,31,26,2297,32,381,15,1,2,0,1,0,19,2755
2006,990216,"Counted","Manual count","East of England","Norfolk",U,UR,616315,307798,52.624822869,1.194546374,21,19,1896,29,250,20,7,0,7,0,0,34,2228
2006,990217,"Counted","Manual count","North East","Gateshead",C,CU,427520,560510,54.938506230,-1.571986785,19,27,3568,38,498,22,5,1,0,0,0,28,4159
2006,990218,"Counted","Manual count","North East","Gateshead",U,UU,419270,560190,54.936015521,-1.700775117,0,2,1204,125,97,8,2,0,0,0,0,10,1438
2006,990219,"Counted","Manual count","North East","Gateshead",C,CU,415510,564590,54.975684680,-1.759222356,7,3,1483,17,244,25,3,0,0,0,0,28,1775
2006,990220,"Counted","Manual count","North East","Gateshead",C,CR,416020,561390,54.946913059,-1.751432205,14,10,1689,21,259,33,9,0,1,0,0,43,2022
2006,990221,"Counted","Manual count","North East","South Tyneside",C,CU,438340,564770,54.976073991,-1.402545171,37,31,3185,124,494,50,4,2,0,0,0,56,3890
2006,990222,"Counted","Manual count","North East","Newcastle upon Tyne",C,CU,428180,564960,54.978457039,-1.561250365,40,2,1233,11,189,23,1,1,0,0,0,25,1460
2006,990223,"Counted","Manual count","North East","Newcastle upon Tyne",U,UU,424210,567390,55.000500732,-1.623071222,19,3,1846,4,90,4,0,0,0,0,0,4,1947
2006,990224,"Counted","Manual count","North East","Sunderland",C,CU,436240,556620,54.902996303,-1.436376455,34,30,964,106,132,15,1,1,0,0,0,17,1249
2006,990225,"Counted","Manual count","North East","Sunderland",U,UU,434770,547540,54.821507898,-1.460389532,6,7,660,23,92,1,0,0,0,0,0,1,783
2006,990227,"Counted","Manual count","North West","Manchester",C,CU,387340,399720,53.494031501,-2.192293007,72,73,11074,204,1641,115,31,18,7,8,3,182,13174
2006,990229,"Counted","Manual count","North West","Manchester",C,CU,387720,394760,53.449458127,-2.186369609,54,11,2656,60,440,42,6,1,0,0,1,50,3217
2006,990230,"Counted","Manual count","North West","Manchester",C,CU,385530,391560,53.420639068,-2.219196454,107,48,8280,109,547,19,3,0,0,0,0,22,9006
2006,990231,"Counted","Manual count","North West","Tameside",C,CU,396983,398414,53.482438396,-2.046931086,16,9,2635,91,304,14,0,0,0,0,0,14,3053
2006,990232,"Counted","Manual count","North West","Bury",C,CU,378960,411400,53.598743416,-2.319393113,53,57,7363,127,749,70,4,4,0,3,0,81,8377
2006,990233,"Counted","Manual count","North West","Salford",C,CU,376620,401590,53.510469996,-2.354013149,24,35,7058,67,1017,191,25,9,4,15,16,260,8437
2006,990234,"Counted","Manual count","North West","Salford",U,UU,373450,402270,53.516430749,-2.401869781,27,1,958,4,98,8,0,0,0,0,0,8,1069
2006,990235,"Counted","Manual count","North West","Salford",C,CU,376890,398690,53.484416092,-2.349727228,59,18,3279,11,543,44,3,2,1,0,1,51,3902
2006,990236,"Counted","Manual count","South East","Milton Keynes",U,UU,489470,236640,52.020977729,-0.697545806,56,2,1161,2,61,3,1,0,0,0,0,4,1230
2006,990237,"Counted","Manual count","South East","Milton Keynes",C,CU,481550,241160,52.062825651,-0.811860881,101,82,9690,168,845,93,9,7,1,4,4,118,10903
2006,990238,"Counted","Manual count","South East","Milton Keynes",C,CU,484810,242070,52.070516390,-0.764093947,39,5,1006,42,90,9,6,0,0,0,0,15,1158
2006,990239,"Counted","Manual count","South East","Milton Keynes",U,UR,488810,251590,52.155458128,-0.703272451,44,12,1227,3,127,3,0,0,2,0,0,5,1374
2006,990240,"Counted","Manual count","Yorkshire and The Humber","Sheffield",C,CU,434230,381380,53.328237375,-1.487513633,29,32,5816,153,510,43,2,0,0,0,5,50,6561
2006,990241,"Counted","Manual count","Yorkshire and The Humber","Sheffield",C,CU,434550,385720,53.367225741,-1.482237014,6,29,5300,52,650,54,2,2,0,0,0,58,6089
2006,990242,"Counted","Manual count","Yorkshire and The Humber","Sheffield",B6077,BR,427100,392200,53.425903013,-1.593639990,3,15,476,20,56,5,0,0,0,0,0,5,572
2006,990244,"Counted","Manual count","Yorkshire and The Humber","Rotherham",U,UU,443220,397580,53.473186890,-1.350327991,2,2,336,2,51,1,0,0,0,0,0,1,392
2006,990246,"Counted","Manual count","Yorkshire and The Humber","Rotherham",C,CU,445890,385380,53.363309420,-1.311877511,6,43,7071,90,838,53,8,1,6,5,1,74,8116
2006,990247,"Counted","Manual count","Yorkshire and The Humber","Rotherham",C,CR,449190,389050,53.395998754,-1.261722877,10,18,1428,128,216,8,3,0,0,0,0,11,1801
2006,990248,"Counted","Manual count","Yorkshire and The Humber","Doncaster",C,CU,465430,409620,53.579104295,-1.013252546,34,13,1936,105,243,34,11,38,1,2,1,87,2384
2006,990249,"Counted","Manual count","Wales","Conwy",C,CR,280340,371800,53.229718742,-3.794049562,0,6,774,21,169,15,4,0,0,0,0,19,989
2006,990250,"Counted","Manual count","South West","Bournemouth",U,UU,406960,95575,50.759729811,-1.902689158,40,65,3057,145,430,6,5,0,2,1,0,14,3711
