AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2010,947395,"Counted","Manual count","South West","Somerset",C,CR,342950,113300,50.916330325,-2.812924464,7,39,2326,18,496,21,5,1,10,0,0,37,2916
2010,947397,"Counted","Manual count","South West","Somerset",C,CR,368500,152000,51.266279066,-2.452873013,16,67,2751,11,519,36,6,1,14,5,6,68,3416
2010,947407,"Counted","Manual count","South West","Somerset",C,CR,347285,112638,50.910791049,-2.751167841,7,5,426,5,79,13,3,0,2,0,0,18,533
2010,947409,"Counted","Manual count","South West","Somerset",C,CR,360624,127133,51.042194599,-2.563025397,7,8,527,4,87,9,2,4,5,0,0,20,646
2010,947414,"Counted","Manual count","South West","Somerset",C,CR,341682,114164,50.923971900,-2.831098564,1,6,246,0,46,2,2,0,0,0,0,4,302
2010,947419,"Counted","Manual count","South West","Somerset",C,CR,335813,113301,50.915588178,-2.914437525,32,15,3145,44,491,35,3,0,0,0,0,38,3733
2010,947428,"Counted","Manual count","South West","Somerset",C,CU,368749,148717,51.236773499,-2.449016453,2,10,445,0,91,1,0,0,1,0,0,2,548
2010,947431,"Counted","Manual count","South West","Somerset",C,CU,332438,141577,51.169428749,-2.967724025,2,1,337,0,53,2,2,0,3,0,0,7,398
2010,947433,"Counted","Manual count","South West","Somerset",C,CU,354915,115908,50.940842160,-2.643055150,65,58,4354,44,413,19,1,0,0,0,0,20,4889
2010,947436,"Counted","Manual count","South West","Somerset",U,UR,369671,138464,51.144631736,-2.434941054,0,2,322,2,58,9,0,0,4,0,0,13,397
2010,947438,"Counted","Manual count","South West","Somerset",U,UR,307374,141960,51.169356824,-3.326225827,14,9,211,7,39,0,0,0,0,0,0,0,266
2010,947443,"Counted","Manual count","South West","Somerset",U,UR,365615,126535,51.037138893,-2.491781037,4,4,476,0,144,12,2,1,6,0,1,22,646
2010,947447,"Counted","Manual count","South West","Somerset",U,UR,372900,129310,51.062482803,-2.388092469,2,13,2054,22,328,17,3,0,3,0,0,23,2440
2010,947450,"Counted","Manual count","South West","Somerset",U,UR,325241,125986,51.028360670,-3.067411266,164,5,517,0,60,2,2,0,0,0,0,4,586
2010,947453,"Counted","Manual count","South West","Somerset",C,CR,347895,134550,51.107867491,-2.745645769,7,10,2458,2,600,110,20,17,24,46,29,246,3316
2010,947456,"Counted","Manual count","South West","Somerset",U,UR,338375,118462,50.962271927,-2.878872139,24,12,904,14,173,13,2,0,2,0,0,17,1120
2010,947458,"Counted","Manual count","South West","Somerset",U,UR,348800,135950,51.120537084,-2.732919076,31,3,2086,4,244,20,4,0,1,1,1,27,2364
2010,947464,"Counted","Manual count","South West","Somerset",U,UU,353661,116557,50.946578115,-2.660984530,13,7,491,34,53,2,0,0,0,0,0,2,587
2010,947467,"Counted","Manual count","South West","Somerset",U,UU,331133,137616,51.133660793,-2.985627418,65,24,868,1,113,9,1,0,0,0,0,10,1016
2010,947468,"Counted","Manual count","South West","Somerset",U,UU,356368,117211,50.952670541,-2.622532845,19,58,3115,4,511,25,8,5,0,0,1,39,3727
2010,947469,"Counted","Manual count","South West","Somerset",U,UR,364617,139177,51.150751666,-2.507256922,7,3,435,0,61,0,0,0,0,0,0,0,499
2010,947470,"Counted","Manual count","South West","Somerset",U,UU,333176,109000,50.876617359,-2.951155348,6,16,862,23,76,2,0,0,0,0,0,2,979
2010,947473,"Counted","Manual count","South West","Somerset",U,UU,331705,138186,51.138854121,-2.977561910,17,5,234,20,47,0,0,0,0,0,0,0,306
2010,947474,"Counted","Manual count","South West","Somerset",U,UU,328247,136906,51.126922543,-3.026725627,17,11,671,0,119,2,0,0,3,0,0,5,806
2010,947477,"Counted","Manual count","South West","Somerset",U,UU,331204,147874,51.225895182,-2.986580078,11,3,336,0,39,0,0,0,0,0,0,0,378
2010,947479,"Counted","Manual count","South West","Somerset",U,UU,377407,147832,51.229226124,-2.324947222,33,15,1915,4,107,7,0,0,0,0,0,7,2048
2010,947483,"Counted","Manual count","South West","Somerset",U,UU,353383,116615,50.947077164,-2.664948878,8,9,1264,44,100,3,0,0,0,0,0,3,1420
2010,947485,"Counted","Manual count","South West","South Gloucestershire",B4055,BR,356199,184035,51.553492465,-2.633140706,24,96,3955,34,455,53,6,0,0,1,1,61,4601
2010,947488,"Counted","Manual count","South West","South Gloucestershire",B4061,BR,365225,191351,51.619900933,-2.503691025,25,27,2953,34,357,58,11,4,6,3,0,82,3453
2010,947489,"Counted","Manual count","South West","South Gloucestershire",B4509,BR,370402,192648,51.631859415,-2.429026264,0,66,8131,70,1148,216,58,214,33,134,114,769,10184
2010,947491,"Counted","Manual count","South West","South Gloucestershire",B4039,BR,380927,180939,51.527038494,-2.276324570,10,17,1524,2,154,41,6,0,1,1,0,49,1746
2010,947492,"Counted","Manual count","South West","South Gloucestershire",B4465,BR,367977,176130,51.483211443,-2.462551434,23,109,5702,13,789,128,35,8,12,18,17,218,6831
2010,947494,"Counted","Manual count","South West","South Gloucestershire",B4061,BU,363505,188491,51.594077658,-2.528235170,88,241,14244,158,1398,109,4,4,2,1,0,120,16161
2010,947496,"Counted","Manual count","South West","South Gloucestershire",B4056,BU,359308,178446,51.503475534,-2.587654314,208,316,16796,158,1698,135,16,21,5,7,4,188,19156
2010,947498,"Counted","Manual count","South West","South Gloucestershire",C,CR,359152,186410,51.575067972,-2.590828590,39,8,262,1,42,5,2,0,0,0,1,8,321
2010,947507,"Counted","Manual count","South West","South Gloucestershire",C,CU,359010,181088,51.527208050,-2.592255566,13,64,6330,4,723,138,17,4,25,147,92,423,7544
2010,947508,"Counted","Manual count","South West","South Gloucestershire",C,CU,364935,189580,51.603959931,-2.507701888,19,30,3750,40,369,28,13,14,0,1,2,58,4247
2010,947510,"Counted","Manual count","South West","South Gloucestershire",C,CU,358118,180024,51.517576066,-2.604985969,4,4,166,0,45,4,2,3,0,0,0,9,224
2010,947513,"Counted","Manual count","South West","South Gloucestershire",U,UR,368226,193200,51.636703288,-2.460514158,9,4,801,0,76,35,5,1,0,1,0,42,923
2010,947521,"Counted","Manual count","South West","South Gloucestershire",B4055,UU,360510,183855,51.552193225,-2.570945909,23,60,3662,6,363,48,8,3,3,12,6,80,4171
2010,947523,"Counted","Manual count","South West","South Gloucestershire",U,UU,371994,182627,51.541841399,-2.405222977,29,9,2845,12,302,12,2,0,0,1,0,15,3183
2010,947524,"Counted","Manual count","South West","South Gloucestershire",U,UU,364672,176013,51.481962011,-2.510132725,3,0,433,3,60,2,0,1,6,0,0,9,505
2010,947526,"Counted","Manual count","South West","South Gloucestershire",U,UU,364276,172060,51.446395025,-2.515434310,55,16,975,1,92,6,1,0,0,1,1,9,1093
2010,947530,"Counted","Manual count","South West","South Gloucestershire",U,UU,364948,174897,51.471945120,-2.506047246,21,5,295,1,28,1,0,0,4,0,0,5,334
2010,947531,"Counted","Manual count","South West","South Gloucestershire",U,UU,370712,183516,51.549769193,-2.423782395,13,10,1000,22,111,4,0,0,1,0,0,5,1148
2010,947533,"Counted","Manual count","South West","South Gloucestershire",U,UU,362870,180435,51.521604708,-2.536548174,71,7,417,1,39,3,0,1,0,0,0,4,468
2010,947534,"Counted","Manual count","South West","South Gloucestershire",U,UU,371200,183295,51.547807370,-2.416726545,21,36,1662,24,222,63,8,0,1,1,1,74,2018
2010,947536,"Counted","Manual count","South West","South Gloucestershire",U,UU,371394,182249,51.538412523,-2.413843523,18,8,666,2,101,1,3,0,0,0,1,5,782
2010,947537,"Counted","Manual count","South West","South Gloucestershire",U,UU,361908,181556,51.531619366,-2.550534414,37,8,466,0,71,3,0,0,0,0,1,4,549
2010,947538,"Counted","Manual count","South West","South Gloucestershire",U,UU,373035,181683,51.533404621,-2.390140152,8,2,301,6,25,0,0,0,0,0,0,0,334
2010,947539,"Counted","Manual count","South West","South Gloucestershire",U,UU,370967,183870,51.552965289,-2.420134254,17,33,2333,48,281,10,4,0,0,0,1,15,2710
2010,947542,"Counted","Manual count","South West","South Gloucestershire",U,UU,365723,173516,51.459575941,-2.494755376,4,0,497,2,70,1,1,0,0,0,0,2,571
2010,947543,"Counted","Manual count","South West","South Gloucestershire",U,UU,361069,181754,51.533342178,-2.562650926,43,10,770,2,99,4,0,0,0,1,0,5,886
2010,947552,"Counted","Manual count","South West","Swindon",B4005,BR,412240,182066,51.537367611,-1.824917663,29,82,5493,12,647,75,30,29,4,12,5,155,6389
2010,947553,"Counted","Manual count","South West","Swindon",B4192,BR,419942,181974,51.536322419,-1.713876969,7,85,3840,33,648,96,24,17,4,10,9,160,4766
2010,947557,"Counted","Manual count","South West","Swindon",B4534,BU,411137,183846,51.553394845,-1.840764835,16,121,14390,19,1481,140,16,26,13,24,8,227,16238
2010,947560,"Counted","Manual count","South West","Swindon",B4006,BU,417237,186010,51.572699819,-1.752679731,88,418,19877,212,2978,280,68,69,34,159,58,668,24153
2010,947561,"Counted","Manual count","South West","Swindon",B4006,BU,417243,187518,51.586258453,-1.752519602,162,166,6843,62,840,105,18,5,1,7,3,139,8050
2010,947563,"Counted","Manual count","South West","Swindon",B4143,BU,416054,185914,51.571871345,-1.769753597,151,392,15837,67,3371,414,54,89,28,96,91,772,20439
2010,947564,"Counted","Manual count","South West","Swindon",B4289,BU,414105,184735,51.561322332,-1.797922199,178,202,10754,627,1672,127,13,13,10,2,0,165,13420
2010,947565,"Counted","Manual count","South West","Swindon",C,CR,414713,191112,51.618644210,-1.788886277,25,2,192,0,27,2,0,0,0,0,0,2,223
2010,947569,"Counted","Manual count","South West","Swindon",C,CU,410642,183772,51.552738940,-1.847906416,20,20,2893,0,136,5,1,0,0,4,2,12,3061
2010,947571,"Counted","Manual count","South West","Swindon",C,CU,411043,186358,51.575982894,-1.842042485,20,25,3228,68,241,9,3,0,1,1,1,15,3577
2010,947573,"Counted","Manual count","South West","Swindon",U,UR,412028,189257,51.602028674,-1.827730434,78,6,1678,0,209,11,1,6,0,0,0,18,1911
2010,947577,"Counted","Manual count","South West","Swindon",U,UU,418844,182813,51.543903620,-1.729662686,13,24,935,0,127,2,0,0,0,0,0,2,1088
2010,947588,"Counted","Manual count","South West","Swindon",U,UU,414828,183450,51.549750092,-1.787546383,18,20,878,4,72,6,1,8,0,0,0,15,989
2010,947590,"Counted","Manual count","South West","Swindon",U,UU,413395,185311,51.566518494,-1.808142497,1,7,667,0,61,5,0,0,0,0,2,7,742
2010,947591,"Counted","Manual count","South West","Swindon",U,UU,418682,185030,51.563842645,-1.731881653,62,49,3840,50,324,20,6,6,1,4,1,38,4301
2010,947592,"Counted","Manual count","South West","Swindon",U,UU,417876,187370,51.584908152,-1.743390828,8,0,312,0,19,0,0,0,0,0,0,0,331
2010,947596,"Counted","Manual count","South West","Swindon",U,UU,413981,184889,51.562710056,-1.799704878,18,48,962,7,141,2,1,2,0,0,0,5,1163
2010,947597,"Counted","Manual count","South West","Swindon",U,UU,417255,182941,51.545105007,-1.752569631,5,4,774,0,74,5,0,0,0,0,0,5,857
2010,947598,"Counted","Manual count","South West","Swindon",U,UU,411438,183528,51.550529636,-1.836433763,7,2,229,0,37,0,0,0,0,0,0,0,268
2010,947599,"Counted","Manual count","South West","Swindon",U,UU,414187,188874,51.598535214,-1.796573444,23,16,1189,43,133,1,1,1,0,0,0,3,1384
2010,947600,"Counted","Manual count","South West","Swindon",U,UU,414942,185766,51.570570977,-1.785804621,91,0,202,0,34,0,0,0,0,0,0,0,236
2010,947602,"Counted","Manual count","South West","Swindon",U,UU,412046,184079,51.555471335,-1.827646467,34,106,7650,108,802,26,4,0,2,0,0,32,8698
2010,947603,"Counted","Manual count","South West","Swindon",U,UU,416614,187763,51.588480078,-1.761586625,31,44,2568,113,297,19,0,3,0,0,0,22,3044
2010,947605,"Counted","Manual count","South West","Torbay",C,CU,289475,64859,50.473103313,-3.558885211,9,25,1632,3,205,24,3,0,0,0,0,27,1892
2010,947607,"Counted","Manual count","South West","Torbay",C,CU,290650,67592,50.497892944,-3.543133658,6,136,8829,0,1506,91,3,0,0,1,0,95,10566
2010,947608,"Counted","Manual count","South West","Torbay",C,CU,291830,56223,50.395906052,-3.523216728,32,44,2864,30,439,46,1,0,0,0,0,47,3424
2010,947618,"Counted","Manual count","South West","Torbay",U,UU,290906,65602,50.480051071,-3.538944146,5,22,504,0,72,8,0,0,0,0,0,8,606
2010,947620,"Counted","Manual count","South West","Torbay",U,UU,288849,60638,50.435039239,-3.566449332,9,9,380,0,42,2,4,0,0,0,0,6,437
2010,947622,"Counted","Manual count","South West","Torbay",U,UU,289007,60319,50.432201433,-3.564130919,2,1,134,0,11,1,1,0,0,0,0,2,148
2010,947625,"Counted","Manual count","South West","Torbay",U,UU,287738,60502,50.433605005,-3.582046022,5,33,1551,24,219,19,0,0,0,0,0,19,1846
2010,947626,"Counted","Manual count","South West","Torbay",U,UU,291835,65051,50.475270035,-3.525696117,1,11,948,2,99,11,1,0,0,0,0,12,1072
2010,947627,"Counted","Manual count","South West","Torbay",U,UU,292510,63087,50.457738147,-3.515622385,1,0,368,10,47,12,1,0,0,0,0,13,438
2010,947629,"Counted","Manual count","South West","Wiltshire",B390,BR,398643,143759,51.193051983,-2.020800004,13,62,3419,36,544,74,2,7,0,0,1,84,4145
2010,947630,"Counted","Manual count","South West","Wiltshire",B3414,BR,390082,143966,51.194827121,-2.143315472,18,62,4531,74,672,98,23,6,2,7,7,143,5482
2010,947632,"Counted","Manual count","South West","Wiltshire",B4003,BR,410820,169103,51.420839992,-1.845783972,2,8,1116,14,186,21,2,1,1,1,1,27,1351
2010,947633,"Counted","Manual count","South West","Wiltshire",B3092,BR,378920,136075,51.123567291,-2.302585805,4,27,2776,14,520,83,45,61,13,25,39,266,3603
2010,947634,"Counted","Manual count","South West","Wiltshire",B4069,BR,396631,179441,51.513884609,-2.049941643,19,42,3085,43,594,108,19,25,4,13,24,193,3957
2010,947637,"Counted","Manual count","South West","Wiltshire",B3108,BR,378599,161008,51.347746418,-2.308670222,46,57,6205,48,672,66,10,10,1,0,0,87,7069
2010,947641,"Counted","Manual count","South West","Wiltshire",B4040,BR,401487,189462,51.603996224,-1.979924981,14,27,2309,18,416,96,37,41,8,26,31,239,3009
2010,947642,"Counted","Manual count","South West","Wiltshire",B3087,BR,421171,161116,51.348734742,-1.697398825,20,10,2159,39,531,39,5,12,0,1,1,58,2797
2010,947644,"Counted","Manual count","South West","Wiltshire",B4192,BR,427716,173849,51.462941943,-1.602432495,8,35,3120,20,454,46,17,2,5,5,3,78,3707
2010,947647,"Counted","Manual count","South West","Wiltshire",B4696,BR,405025,190788,51.615898936,-1.928821110,6,20,2662,21,477,91,37,33,6,24,25,216,3396
2010,947650,"Counted","Manual count","South West","Wiltshire",B4042,BU,394034,186465,51.577018096,-2.087487162,4,36,4946,31,729,120,25,16,2,13,8,184,5926
2010,947651,"Counted","Manual count","South West","Wiltshire",B3098,BU,400365,153891,51.284159423,-1.996150708,50,25,2968,67,409,50,6,1,6,3,5,71,3540
2010,947652,"Counted","Manual count","South West","Wiltshire",C,CR,413016,136249,51.125378747,-1.815388827,59,5,223,1,38,5,0,0,0,0,0,5,272
2010,947655,"Counted","Manual count","South West","Wiltshire",C,CR,395168,127996,51.051290928,-2.070311734,4,9,963,7,178,0,0,0,1,0,0,1,1158
2010,947657,"Counted","Manual count","South West","Wiltshire",C,CR,398787,182994,51.545840295,-2.018885934,21,11,569,4,87,14,0,1,52,2,1,70,741
2010,947662,"Counted","Manual count","South West","Wiltshire",C,CR,381424,175491,51.478070235,-2.268871850,21,0,214,0,44,1,2,0,0,0,0,3,261
2010,947663,"Counted","Manual count","South West","Wiltshire",C,CR,429764,153313,51.278190668,-1.574666562,11,2,295,0,38,7,4,0,0,0,0,11,346
2010,947664,"Counted","Manual count","South West","Wiltshire",C,CR,386232,172762,51.453670978,-2.199533567,25,0,547,0,94,10,1,0,0,0,0,11,652
2010,947666,"Counted","Manual count","South West","Wiltshire",B3092,CR,380405,131881,51.085908009,-2.281138197,17,16,3000,20,546,83,28,92,13,42,36,294,3876
2010,947667,"Counted","Manual count","South West","Wiltshire",C,CR,412765,174916,51.473067509,-1.817604750,4,35,1504,5,222,12,2,1,1,0,1,17,1783
2010,947673,"Counted","Manual count","South West","Wiltshire",C,CR,396683,166987,51.401904474,-2.049071425,4,0,137,0,17,0,0,0,0,0,0,0,154
2010,947682,"Counted","Manual count","South West","Wiltshire",C,CU,413202,130628,51.074830306,-1.812934821,21,19,1483,2,266,14,1,0,0,0,0,15,1785
2010,947685,"Counted","Manual count","South West","Wiltshire",C,CU,386861,144170,51.196595827,-2.189417813,22,46,5990,45,827,105,11,3,9,9,7,144,7052
2010,947687,"Counted","Manual count","South West","Wiltshire",C,CU,425343,148903,51.238750396,-1.638358662,48,36,3028,21,385,12,1,1,5,2,0,21,3491
2010,947691,"Counted","Manual count","South West","Wiltshire",U,UR,401999,175308,51.476730467,-1.972607960,2,0,513,0,48,1,1,0,0,0,0,2,563
2010,947692,"Counted","Manual count","South West","Wiltshire",U,UR,422617,160444,51.342636995,-1.676678993,8,1,251,0,62,3,0,0,0,0,0,3,317
2010,947695,"Counted","Manual count","South West","Wiltshire",U,UR,414061,161322,51.350805994,-1.799480176,19,11,1449,6,287,20,6,7,0,0,0,33,1786
2010,947698,"Counted","Manual count","South West","Wiltshire",C,CR,394596,122455,51.001460006,-2.078387802,2,1,311,12,110,8,3,1,4,0,0,16,450
2010,947703,"Counted","Manual count","South West","Wiltshire",U,UU,386450,150812,51.256309903,-2.195553012,20,5,301,0,29,2,0,0,0,0,0,2,337
2010,947707,"Counted","Manual count","South West","Wiltshire",U,UU,401521,160795,51.346236773,-1.979548145,45,11,1782,7,276,25,7,0,0,0,0,32,2108
2010,947708,"Counted","Manual count","South West","Wiltshire",U,UU,386387,151356,51.261199919,-2.196476666,35,7,574,23,74,0,0,0,0,0,0,0,678
2010,947715,"Counted","Manual count","South West","Wiltshire",U,UU,385266,155961,51.302578774,-2.212733462,1,0,252,20,33,1,1,0,0,0,0,2,307
2010,947719,"Counted","Manual count","South West","Wiltshire",U,UU,414327,131658,51.084065364,-1.796836455,10,11,1911,24,207,13,0,0,0,0,0,13,2166
2010,947720,"Counted","Manual count","South West","Wiltshire",U,UU,383208,160975,51.347605512,-2.242491610,24,70,5018,85,654,41,3,0,0,1,1,46,5873
2010,947721,"Counted","Manual count","South West","Wiltshire",U,UU,392772,173632,51.461616197,-2.105430986,18,2,877,2,79,2,1,1,0,0,0,4,964
2010,947725,"Counted","Manual count","South West","Wiltshire",U,UU,387636,151120,51.259106569,-2.178568624,7,0,622,11,78,7,2,0,0,0,0,9,720
2010,947728,"Counted","Manual count","West Midlands","Birmingham",B4121,BU,401372,284213,52.455869320,-1.981237269,34,108,14505,217,1867,126,26,13,6,9,7,187,16884
2010,947729,"Counted","Manual count","West Midlands","Birmingham",B4515,BU,406708,289354,52.502048289,-1.902610790,12,30,7710,156,759,86,36,15,3,3,1,144,8799
2010,947733,"Counted","Manual count","West Midlands","Birmingham",B4124,BU,403073,284463,52.458110254,-1.956203060,112,74,12482,552,1067,75,12,1,7,1,1,97,14272
2010,947734,"Counted","Manual count","West Midlands","Birmingham",B4217,BU,405450,284927,52.462263558,-1.921213842,70,54,8457,193,945,69,18,4,1,1,1,94,9743
2010,947735,"Counted","Manual count","West Midlands","Birmingham",B4217,BU,407431,283226,52.446948655,-1.892094464,59,80,10360,439,907,54,17,7,2,1,1,82,11868
2010,947739,"Counted","Manual count","West Midlands","Birmingham",B4121,BU,402231,280255,52.420284167,-1.968621258,64,103,14201,359,1911,121,25,12,1,7,1,167,16741
2010,947741,"Counted","Manual count","West Midlands","Birmingham",B4126,BU,407446,285298,52.465575688,-1.891828245,737,36,3063,214,380,14,4,0,1,0,5,24,3717
2010,947743,"Counted","Manual count","West Midlands","Birmingham",B4148,BU,413646,293130,52.535865919,-1.800250694,28,115,11332,129,1149,67,11,7,3,3,1,92,12817
2010,947744,"Counted","Manual count","West Midlands","Birmingham",B4514,BU,411721,282719,52.442316456,-1.828993230,35,30,9112,240,1030,32,7,15,2,0,0,56,10468
2010,947747,"Counted","Manual count","West Midlands","Birmingham",B4142,BU,410800,292153,52.527146110,-1.842239894,30,77,10267,210,1291,87,16,8,5,4,1,121,11966
2010,947748,"Counted","Manual count","West Midlands","Birmingham",B4146,BU,412091,283380,52.448250842,-1.823526280,15,69,7561,221,830,39,7,4,3,2,1,56,8737
2010,947750,"Counted","Manual count","West Midlands","Birmingham",B4132,BU,408471,289222,52.500837457,-1.876642589,7,22,4956,26,1609,259,49,56,4,55,149,572,7185
2010,947751,"Counted","Manual count","West Midlands","Birmingham",B4128,BU,408931,286259,52.474193073,-1.869944748,30,62,14519,650,1702,202,33,19,6,25,25,310,17243
2010,947752,"Counted","Manual count","West Midlands","Birmingham",B4120,BU,400266,276753,52.388805005,-1.997516589,51,115,10058,132,1044,62,22,10,3,0,3,100,11449
2010,947759,"Counted","Manual count","West Midlands","Birmingham",B4129,BU,403920,285308,52.465701544,-1.943728300,40,29,6482,38,554,38,6,4,0,0,1,49,7152
2010,947760,"Counted","Manual count","West Midlands","Birmingham",B4148,BU,413168,293113,52.535724757,-1.807298370,26,24,9769,89,796,29,2,2,0,0,0,33,10711
2010,947762,"Counted","Manual count","West Midlands","Birmingham",C,CU,415856,292541,52.530511538,-1.767697317,18,0,256,0,43,1,2,0,0,0,0,3,302
2010,947764,"Counted","Manual count","West Midlands","Birmingham",C,CU,409687,292272,52.528236594,-1.858641878,8,29,6359,227,978,47,7,4,3,3,1,65,7658
2010,947765,"Counted","Manual count","West Midlands","Birmingham",C,CU,399096,283127,52.446106674,-2.014727681,94,101,12064,121,1481,140,21,10,10,50,10,241,14008
2010,947766,"Counted","Manual count","West Midlands","Birmingham",C,CU,406738,281133,52.428141405,-1.902332108,30,39,4604,20,479,20,5,8,4,2,1,40,5182
2010,947768,"Counted","Manual count","West Midlands","Birmingham",C,CU,409555,286019,52.472025052,-1.860764943,18,6,4267,154,289,19,1,1,0,1,0,22,4738
2010,947769,"Counted","Manual count","West Midlands","Birmingham",C,CU,407707,287834,52.488370622,-1.887928748,9,11,3101,49,331,19,5,3,0,1,0,28,3520
2010,947775,"Counted","Manual count","West Midlands","Birmingham",C,CU,400619,284728,52.460500379,-1.992317676,34,109,8883,193,593,35,10,1,3,4,2,55,9833
2010,947776,"Counted","Manual count","West Midlands","Birmingham",C,CU,414221,291371,52.520038229,-1.791848327,36,2,1407,29,159,10,5,0,0,0,1,16,1613
2010,947780,"Counted","Manual count","West Midlands","Birmingham",C,CU,404607,282562,52.441009806,-1.933653089,69,17,3289,15,519,42,12,2,2,0,1,59,3899
2010,947781,"Counted","Manual count","West Midlands","Birmingham",C,CU,408207,293267,52.537205495,-1.880433121,24,34,4703,81,600,16,3,3,0,0,0,22,5440
2010,947783,"Counted","Manual count","West Midlands","Birmingham",C,CU,413345,285279,52.465293814,-1.805000345,30,39,4966,316,595,17,12,1,1,0,0,31,5947
2010,947784,"Counted","Manual count","West Midlands","Birmingham",C,CU,413891,286182,52.473398207,-1.796926406,50,23,4200,94,443,28,5,0,0,0,1,34,4794
2010,947786,"Counted","Manual count","West Midlands","Birmingham",C,CU,405778,278510,52.404571302,-1.916495046,11,75,6421,296,763,21,4,15,1,0,0,41,7596
2010,947787,"Counted","Manual count","West Midlands","Birmingham",C,CU,411681,293595,52.540091462,-1.829203923,5,0,1060,10,81,1,3,0,0,0,0,4,1155
2010,947789,"Counted","Manual count","West Midlands","Birmingham",C,CU,414482,296717,52.568090870,-1.787770497,9,16,4325,16,404,11,1,1,0,0,1,14,4775
2010,947792,"Counted","Manual count","West Midlands","Birmingham",C,CU,410120,293352,52.537937849,-1.852226852,11,37,5933,369,820,22,4,0,0,0,0,26,7185
2010,947794,"Counted","Manual count","West Midlands","Birmingham",U,UU,412741,298447,52.583686352,-1.813390417,7,0,1603,26,153,3,2,1,0,0,0,6,1788
2010,947795,"Counted","Manual count","West Midlands","Birmingham",U,UU,414106,286607,52.477213449,-1.793743379,44,162,13646,745,1828,205,46,21,19,25,21,337,16718
2010,947799,"Counted","Manual count","West Midlands","Birmingham",U,UU,415944,289156,52.500078417,-1.766561259,6,25,2938,19,255,5,0,1,0,0,0,6,3243
2010,947801,"Counted","Manual count","West Midlands","Birmingham",U,UU,402732,279719,52.415463333,-1.961258651,6,22,1975,13,152,1,0,2,0,0,0,3,2165
2010,947802,"Counted","Manual count","West Midlands","Birmingham",U,UU,410098,294699,52.550047553,-1.852510699,9,0,475,1,34,7,0,0,0,0,0,7,517
2010,947808,"Counted","Manual count","West Midlands","Birmingham",U,UU,415338,289097,52.499565268,-1.775490756,12,37,2670,22,222,8,0,0,0,0,0,8,2959
2010,947809,"Counted","Manual count","West Midlands","Birmingham",U,UU,410310,285661,52.468793075,-1.849661242,6,0,997,8,77,3,0,0,0,0,0,3,1085
2010,947812,"Counted","Manual count","West Midlands","Birmingham",U,UU,410710,282926,52.444197918,-1.843859965,2,1,528,1,66,0,0,0,0,0,0,0,596
2010,947817,"Counted","Manual count","West Midlands","Birmingham",U,UU,408782,287021,52.481045792,-1.872118527,10,5,352,17,172,18,11,1,4,2,0,36,582
2010,947819,"Counted","Manual count","West Midlands","Birmingham",U,UU,407042,278587,52.405248996,-1.897913976,2,0,319,3,43,0,0,0,0,0,0,0,365
2010,947820,"Counted","Manual count","West Midlands","Birmingham",U,UU,402935,281457,52.431087016,-1.958259364,13,0,290,2,31,0,0,0,0,0,0,0,323
2010,947824,"Counted","Manual count","West Midlands","Birmingham",U,UU,407120,286094,52.472735975,-1.896610001,35,1,648,0,98,14,3,0,0,0,0,17,764
2010,947833,"Counted","Manual count","West Midlands","Birmingham",U,UU,409550,285974,52.471620591,-1.860839823,36,13,2288,9,147,6,3,0,0,1,2,12,2469
2010,947835,"Counted","Manual count","West Midlands","Birmingham",U,UU,409617,280103,52.418839234,-1.860020579,9,3,664,4,32,0,0,0,0,0,0,0,703
2010,947839,"Counted","Manual count","West Midlands","Birmingham",U,UU,411908,285242,52.464994113,-1.826153030,12,9,1608,10,187,14,1,2,0,0,0,17,1831
2010,947841,"Counted","Manual count","West Midlands","Birmingham",U,UU,410615,286990,52.480734915,-1.845129683,5,3,906,48,74,2,0,0,0,0,0,2,1033
2010,947843,"Counted","Manual count","West Midlands","Birmingham",U,UU,410573,292695,52.532023013,-1.845568770,6,3,772,103,142,3,1,1,0,0,0,5,1025
2010,947846,"Counted","Manual count","West Midlands","Birmingham",U,UU,399210,281900,52.435076123,-2.013047098,0,5,702,1,92,3,0,0,0,0,0,3,803
2010,947847,"Counted","Manual count","West Midlands","Birmingham",U,UU,409644,285404,52.466494688,-1.859472315,4,4,3270,12,170,4,4,0,1,1,0,10,3466
2010,947851,"Counted","Manual count","West Midlands","Birmingham",U,UU,406350,280005,52.418005210,-1.908059381,7,1,648,5,60,1,1,0,0,0,0,2,716
2010,947852,"Counted","Manual count","West Midlands","Birmingham",U,UU,409559,294704,52.550102120,-1.860459451,9,24,11841,13,499,8,6,5,3,9,0,31,12408
2010,947853,"Counted","Manual count","West Midlands","Birmingham",U,UU,406898,288840,52.497425143,-1.899822291,9,0,346,2,28,2,0,0,0,0,0,2,378
2010,947855,"Counted","Manual count","West Midlands","Birmingham",U,UU,412740,291958,52.525351590,-1.813652118,3,6,621,16,55,3,2,0,0,0,0,5,703
2010,947857,"Counted","Manual count","West Midlands","Birmingham",U,UU,414513,291842,52.524264803,-1.787524609,8,17,1357,115,187,2,5,0,0,0,0,7,1683
